qid,question,options,q_image,answer_q,subject,contain_img,img_file,user_id
ma28,Total probability theorem is used in Baye’s theorem.,"[True,False]",,TRUE,math,0,,admin
ma29,Theorem of total probability is given by P(A) = P(E1) P(A|E1) + P(E2) P(A|E2) +…..(n terms).,"[True,False]",,TRUE,math,0,,admin
ma30,"in badminton practice session, the probability that the player A serves properly is 0.8 and that he player B serves properly is 0.9. If there are only two players, then find the probability that it is serves properly.","[0.75,0.85,0.95,0.55]",,0.85,math,0,,admin
ma32,Let there be two newly launched phones A and B. The probability that phone A has good battery life is 0.7 and the probability that phone B has good battery life is 0.8. Then find the probability that a phone has a good battery life.,"[0.65,0.75,0.85,0.45]",,0.75,math,0,,admin
ma33,"Three companies A, B and C supply 25%, 35% and 40% of the notebooks to a school. Past experience shows that 5%, 4% and 2% of the notebooks produced by these companies are defective. If a notebook was found to be defective, what is the probability that the notebook was supplied by A?","[44/69,25/69,13/24,11/24]",,25/69,math,0,,admin
ma35,"Two boxes containing candies are placed on a table. The boxes are labelled B1 and B2. Box B1 contains 7 cinnamon candies and 4 ginger candies. Box B2 contains 3 cinnamon candies and 10 pepper candies. The boxes are arranged so that the probability of selecting box B1 is 1/3 and the probability of selecting box B2 is 2/3. Suresh is blindfolded and asked to select a candy. He will win a colour TV if he selects a cinnamon candy. What is the probability that Suresh will win the TV (that is, she will select a cinnamon candy)?","[7/33,6/33,13/33,20/33]",,13/33,math,0,,admin
ma36,"Two boxes containing candies are placed on a table. The boxes are labelled B1 and B2. Box B1 contains 7 cinnamon candies and 4 ginger candies. Box B2 contains 3 cinnamon candies and 10 pepper candies. The boxes are arranged so that the probability of selecting box B1 is 1/3 and the probability of selecting box B2 is 2/3. Suresh is blindfolded and asked to select a candy. He will win a colour TV if he selects a cinnamon candy. If he wins a colour TV, what is the probability that the marble was from the first box?","[7/13,13/7,7/33,6/33]",,13-Jul,math,0,,admin
ma37," Suppose box A contains 4 red and 5 blue coins and box B contains 6 red and 3 blue coins. A coin is chosen at random from the box A and placed in box B. Finally, a coin is chosen at random from among those now in box B. What is the probability a blue coin was transferred from box A to box B given that the coin chosen from box B is red?","[15/29,14/29,1/2,7/10]",,15/29,math,0,,admin
ma38,"An urn B1 contains 2 white and 3 black chips and another urn B2 contains 3 white and 4 black chips. One urn is selected at random and a chip is drawn from it. If the chip drawn is found black, find the probability that the urn chosen was B1.","[4/7,3/7,20/41,21/41]",,21/41,math,0,,admin
ma39,"At a certain university, 4% of men are over 6 feet tall and 1% of women are over 6 feet tall. The total student population is divided in the ratio 3:2 in favour of women. If a student is selected at random from among all those over six feet tall, what is the probability that the student is a woman?","[2/5,3/5,3/11,1/100]",,11-Mar,math,0,,admin
ma42,"In a colony, there are 55 members. Every member posts a greeting card to all the members. How many greeting cards were posted by them?","[990,890,2970,1980]",,2970,math,0,,admin
ma43,"Find the number of ways of arranging the letters of the words DANGER, so that no vowel occupies odd place.","[36,48,144,96]",,144,math,0,,admin
ma44,"Find the sum of all four digit numbers that can be formed by the digits 1, 3, 5, 7, 9 without repetition.","[666700,666600,678860,665500]",,666600,math,0,,admin
ma46,Find the number of rectangles and squares in an 8 by 8 chess board respectively.,"[[296,204],[1092,204],[204,1092],[204,1296]]",,"[1092,204]",math,0,,admin
ma47,"There are 20 points in a plane, how many triangles can be formed by these points if 5 are colinear?","[1130,550,1129,1140]",,1130,math,0,,admin
ma49,Number of circular permutations of different things taken all at a time is n!.,"[True,False]",,FALSE,math,0,,admin
ma51,Consider a dice with the property that that probability of a face with n dots showing up is proportional to n. The probability of face showing 4 dots is?,"[1/7,5/42,1/21,4/21]",,21-Apr,math,0,,admin
ma53,"Runs scored by batsman in 5 one day matches are 50, 70, 82, 93, and 20. The standard deviation is ______","[25.79,25.49,25.29,25.69]",,25.79,math,0,,admin
ma54,"Find median and mode of the messages received on 9 consecutive days 15, 11, 9, 5, 18, 4, 15, 13, 17.","[[13,6],[13,18],[18,15],[15,16]]",,"[13,18]",math,0,,admin
ma55,Mode is the value of x where f(x) is a maximum if X is continuous,"[True,False]",,TRUE,math,0,,admin
ma56,E (XY)=E (X)E (Y) if x and y are independent.,"[True,False]",,TRUE,math,0,,admin
ma57, A coin is tossed up 4 times. The probability that tails turn up in 3 cases is ______,"[1/2,1/3,1/4,1/6]",,2-Jan,math,0,,admin
ma58,If E denotes the expectation the variance of a random variable X is denoted as?,"[(E(X))2,E(X2)-(E(X))2, E(X2),2E(X)]",, E(X2)-(E(X))2,math,0,,admin
ma59,X is a variate between 0 and 3. The value of E(X2) is ______,"[8,7,27,9]",,9,math,0,,admin
ma60,The random variables X and Y have variances 0.2 and 0.5 respectively. Let Z= 5X-2Y. The variance of Z is?,"[3,4,5,7]",,7,math,0,,admin
ma158,Weibull distribution gives the failure rate proportional to the power of time.,"[True,False]",,TRUE,math,0,,admin
ma199,"Suppose a person has 8 red, 5 green, 12 orange, and 15 blue balls. Test the null hypothesis that the colors of the balls occur with equal frequency. What is the Chi Square value you get?","[5.6,5.68,5.86,5.8]",,5.8,math,0,,admin
ma204,Which of the following distributions is used to compare two variances?,"[T – Distribution,F – Distribution,Normal Distribution,Poisson Distribution]",,F – Distribution,math,0,,admin
ma65,"What would be the probability of an event ‘G’ if H denotes its complement, according to the axioms of probability?","[P (G) = 1 / P (H),P (G) = 1 – P (H),P (G) = 1 + P (H),P (G) = P (H)]",,P (G) = 1 – P (H),math,0,,admin
ma96,Mean of a constant ‘a’ is ___________,"[0,a,a/2,1]",,a,math,0,,admin
ma97,Variance of a constant ‘a’ is _________,"[0,a,a/2,1]",,0,math,0,,admin
ma143,The value of constant ‘e’ appearing in normal distribution is ___________,"[2.5185,2.7836, 2.1783,2.7183]",,2.7183,math,0,,admin
ma144,"in Standard normal distribution, the value of mode is ___________","[2,1,0,Not fixed]",,0,math,0,,admin
ma145,"In Standard normal distribution, the value of median is ___________","[1,0,2,Not fixed]",,0,math,0,,admin
ma148,Exponential distribution is bi-variate.,"[True,False]",,FALSE,math,0,,admin
ma157,How many parameters are there in Weibull distribution?,"[1,2,3,4]",,2,math,0,,admin
ma98,,"[[2,4/3],[3,4/3],[2,2/3],[3,2/3]]",,"[2,4/3]",math,0,,admin
ma99,,"[0.5,1.5,2.5,3.5]",,1.5,math,0,,admin
ma40,Previous probabilities in Bayes Theorem that are changed with help of new available information are classified as _________________,"[independent probabilities,posterior probabilities,interior probabilities,dependent probabilities]",,posterior probabilities,math,0,,admin
ma61,Which of the following mentioned standard Probability density functions is applicable to discrete Random Variables?,"[Gaussian Distribution,Poisson Distribution,Rayleigh Distribution,Exponential Distribution]",,Poisson Distribution,math,0,,admin
ma62,What is the area under a conditional Cumulative density function?,"[0,infinity,1,Changes with CDF]",,1,math,0,,admin
ma63,When do the conditional density functions get converted into the marginally density functions?,"[Only if random variables exhibit statistical dependency,Only if random variables exhibit statistical independency,Only if random variables exhibit deviation from its mean value,If random variables do not exhibit deviation from its mean value]",,Only if random variables exhibit statistical independency,math,0,,admin
ma64,Mutually Exclusive events ___________,"[Contain all sample points, Contain all common sample points,Does not contain any sample point,Does not contain any common sample point]",,Events are said to be mutually exclusive if they do not have any common sample point.,math,0,,admin
ma66,A table with all possible value of a random variable and its corresponding probabilities is called ___________,"[Probability Mass Function,Probability Density Function,Cumulative distribution function,Probability Distribution]",,Probability Distribution,math,0,,admin
ma67,A variable that can assume any value between two given points is called ___________,"[Continuous random variable,Discrete random variable,Irregular random variable,Uncertain random variable]",,Continuous random variable,math,0,,admin
ma68,if a variable can certain integer values between two given points is called ___________,"[Continuous random variable,Discrete random variable,Irregular random variable,Uncertain random variable]",,This is the definition of a discrete random variable.,math,0,,admin
ma73,"If the values taken by a random variable are negative, the negative values will have ___________","[Positive probability,Negative Probability,May have negative or positive probabilities,Insufficient data]",,Positive probability,math,0,,admin
ma75,The variable that assigns a real number value to an event in a sample space is called ___________,"[Random variable, defined variable, uncertain variable]",,Random variable,math,0,,admin
ma76,A random variable that assumes a finite or a countably infinite number of values is called ___________,"[Continuous random variable,Discrete random variable,Irregular random variable,Uncertain random variable]",,Discrete random variable,math,0,,admin
ma77,A random variable that assume a infinite or a uncountably infinite number of values is called ___________,"[Continuous random variable,Discrete random variable,Irregular random variable,Uncertain random variable]",,Continuous random variable,math,0,,admin
ma80,"In a discrete probability distribution, the sum of all probabilities is always?","[0,infinite,1,undefined]",,1,math,0,,admin
ma81,The expected value of a random variable is its ___________,"[Mean, Standard Deviation,Mean Deviation,Variance]",,Mean,math,0,,admin
ma82,The covariance of two independent random variable is ___________,"[1,0,-1,Undefined]",,0,math,0,,admin
ma83,The weight of persons in a state is a ___________,"[Continuous random variable,Discrete random variable,Irregular random variable,Not a random variable]",,Continuous random variable,math,0,,admin
ma84,"In random experiment, observations of random variable are classified as ___________","[Events,Composition,Trials,Functions]",,Events,math,0,,admin
ma92,Mean and variance of Poisson’s distribution is the same.,"[True,False]",,TRUE,math,0,,admin
ma104,E(X) = npq is for which distribution?,"[Bernoulli’s,Binomial,Poisson’s,Normal]",,Binomial,math,0,,admin
ma108,The probability of success and failures in hypergeometric distribution is not fixed.,"[True,False]",,TRUE,math,0,,admin
ma114,The trials conducted in Hypergeometric distribution are done without replacement of the drawn samples.,"[True,False]",,TRUE,math,0,,admin
ma117,Hypergeometric Distribution is Continuous Probability Distribution.,"[True,False]",,FALSE,math,0,,admin
ma121,"If ‘m’ is the mean of a Poisson Distribution, then variance is given by ___________","[m2,m1/2,m,m/2]",,m,math,0,,admin
ma124,"In a Poisson Distribution, the mean and variance are equal.","[True,False]",,TRUE,math,0,,admin
ma126,Poisson distribution is applied for ___________,"[Continuous Random Variable,Discrete Random Variable,Irregular Random Variable,Uncertain Random Variable]",,Discrete Random Variable,math,0,,admin
ma127,"If ‘m’ is the mean of Poisson Distribution, the P(0) is given by ___________","[e-m,em,e,m-e]",,e-m,math,0,,admin
ma128,"In a Poisson distribution, the mean and standard deviation are equal.","[True,False]",,FALSE,math,0,,admin
ma131,Normal Distribution is applied for ___________,"[Continuous Random Distribution,Discrete Random Variable,Irregular Random Variable,Uncertain Random Variable]",,Continuous Random Distribution,math,0,,admin
ma132,The shape of the Normal Curve is ___________,"[Bell Shaped,Flat,Circular,Spiked]",,Bell Shaped,math,0,,admin
ma133,Normal Distribution is symmetric is about ___________,"[Variance, Mean,Standard deviation,Convariance]",,Mean,math,0,,admin
ma138,Normal Distribution is also known as ___________,"[Cauchy’s Distribution,Laplacian Distribution,Gaussian Distribution,Lagrangian Distribution]",,Gaussian Distribution,math,0,,admin
ma139,Skewness of Normal distribution is ___________,"[Negative,Positive,0,Undefined]",,0,math,0,,admin
ma140,"For a normal distribution its mean, median, mode are equal.","[True,False]",,TRUE,math,0,,admin
ma141,"In Normal distribution, the highest value of ordinate occurs at ___________","[Mean,Variance,Extremes,Same value occurs at all points]",,Mean,math,0,,admin
ma142,The shape of the normal curve depends on its ___________,"[Mean deviation,Standard deviation,Quartile deviation,Correlation]",, Standard deviation,math,0,,admin
ma156,Gamma distribution is Multi-variate distribution.,"[True,False]",,FALSE,math,0,,admin
ma159,"In Weibull distribution, if the value of β equal us equal to one that indicates the failure rate is constant over time.","[graph shift to left or right,graph shifts up or down,height of the graph decreases,height of the graph increases]",,graph shift to left or right,math,0,,admin
ma162,What is the effect of the threshold parameter γ on the graph of Weibull distribution?,"[graph shift to left or right,graph shifts up or down,height of the graph decreases,height of the graph increases]",,graph shift to left or right,math,0,,admin
ma178,The method of selecting a desirable portion from a population which describes the characteristics of whole population is called as ________,"[sampling, segregating,dividing, implanting]",,sampling,math,0,,admin
ma180,In sampling distribution what does the parameter k represents ________,"[Sub stage interval,Secondary interval,Multi stage interval,Sampling interval]",,Sampling interval,math,0,,admin
ma181,If the distribution of sample and population changes then the mean of Sampling distribution must be equal to ________,"[standard deviation of population,variance of population,sample of population,mean of population]",,mean of population,math,0,,admin
ma182,"The cluster sampling, stratified sampling or systematic samplings are types of ________","[direct sampling,indirect sampling,random sampling,non random sampling]",,random sampling,math,0,,admin
ma183,Which of the following is classified as unknown or exact value that represents the whole population?,"[predictor,guider,parameter,estimator]",,parameter,math,0,,admin
ma185,The selected clusters in a clustering sampling are known as ________,"[elementary units,primary units,secondary units,proportional units]",,elementary units,math,0,,admin
ma203,Which of the following distributions is Continuous?,"[Binomial Distribution,Hyper-geometric Distribution,F-Distribution,Poisson Distribution]",,F-Distribution,math,0,,admin
ma205,F-Distribution cannot take negative values.,"[True,False]",,TRUE,math,0,,admin
ma166,γ in Weibull distribution graph indicates _________,"[earliest time of failure,maximum time of failure,shape of the graph,scale of the graph]",,earliest time of failure,math,0,,admin
mi197,"Which of the following are some of the core values and 
expectations of academic culture mentioned by academics 1.2a?
Check 4 options.","[Academic integrity,Freedom,Critical thinking,Intellectual inquiry and communication,Ethical contribution,The contingency of knowledge]",,"[Academic integrity,Critical thinking,Intellectual inquiry and communication,Ethical contribution]",english,0,,admin
mi198,"Which of the following actions would need some level of digital literacy?
Check 2 options.","[Knowing how to set up a personal computer.,Writing an email to your lecturer at university.,Creating a LinkedIn profile.,Reading a book on an e-reader]",,"[Writing an email to your lecturer at university.,Creating a LinkedIn profile.]",english,0,,admin
mi199,"What aspects of time management does Jessa 
Collings say are most important at university?
Check 2 options.","[Complete course readings in advance.,Enroll for classes in advance.,Arrive for lectures and tutorials in advance.,Prepare for assignments in advance.]",,"[Complete course readings in advance.,Prepare for assignments in advance.]",english,0,,admin
mi200,"Why can't we rely just on textbooks as information sources at university?
Check 2 options.","[Because they are not written by experts.,Because they don't provide deep knowledge of a subject,Because they are sometimes wrong,Because they present an unproblematic view of a field and don't always present current debates in the field.]",,"[Because they don't provide deep knowledge of a subject,Because they present an unproblematic view of a field and don't always present current debates in the field.]",english,0,,admin
mi201,What are the usual structure of a scientific journal article?,"[Abstract,Introduction,Methodology,Results,Discussion,Body,Conclusion,References]",,"[Abstract, Introduction, Methodology, Results, Discussion, Conclusion, References]",english,0,,admin
mi202,"You are doing an assignment on media representations of women in business. Where would be a good place to begin your search?
Check 3 options.","[Google,library aggregated search,YouTube,An academic database entitled, ""Commmunication Source, Focussing on Media Studies"".,An academic database called JSTOR, which has journal articles from fields such as film studies and literature, sociology and more.]",,"[Google,library aggregated search,YouTube]",english,0,,admin
mi203,"Which of the following places will give information 
sources with greater quality, but with a more limited 
range of sources?
Check 2 options.","[Google,academic journal database,library website aggregated search,YouTube]",,"[academic journal database,library website aggregated search]",english,0,,admin
mi204,"According to Pat, how can you search sites such as academic 
databases more efficiently to get the information you want?
Check 2 options.","[Boolean searching,Precision when looking for academic journal articles.,Use key words from assignment.,fine-grained searching]",,"[Boolean searching,Use key words from assignment.]",english,0,,admin
mi205,"Which of these options is the usual structure of a humanities journal article?
(Refer to 2.2b)","[Abstract,Introduction,Methodology,Results,Discussion,Conclusion,References,Body]",,"[Abstract, Introduction, Body, Conclusion, References]",english,0,,admin
mi206,"You are an undergraduate pharmacology student researching approaches to protein therapeutics over the last 20 years. Where would you begin your search?
(Refer to 2.4)
Check 2 options.","[Google Scholar,Yahoo,An academic journal database called Humanities and Social Sciences Collection which gives broad coverage to journal articles in the humanities and social sciences.,An academic journal database called Web of Science which gives broad coverage to journal articles in the sciences.]",,"[Google Scholar,An academic journal database called Web of Science which gives broad coverage to journal articles in the sciences.]",english,0,,admin
mi207,"Why do academic journal articles, rather than textbooks or course notes, allow you to enter into the academic conversations of your field?
(Refer to 2.2a)","[Because they contain broad and basic subject knowledge.,Because they are written by academics, for other academics.,Because they provide more detailed and specific information on a field.,Because they use difficult vocabulary.,Because they can only be accessed via academic databases.]",,"[Because they provide more detailed and specific information on a field.,Because they can only be accessed via academic databases.]",english,0,,admin
mi208,"Which of the following may pose a problem for objectivity?
Check 2 options.","[A study conducted by an airline company on the relative safety of air travel compared to boat travel.,A peer-reviewed journal article on the impact of social media on high-school behaviour,A journal article on the health impacts of a particular fast-food burger that was sponsored by the fast-food chain which makes it.,A journal article on the health impacts of a particular fast-food burger that was sponsored by the World Health Organisation.]",,"[A study conducted by an airline company on the relative safety of air travel compared to boat travel.,A journal article on the health impacts of a particular fast-food burger that was sponsored by the fast-food chain which makes it.]",english,0,,admin
mi209,"Consider our example assessment question.
""Doctors can be replaced by software - 80% of them can. I'd much rather have a good machine learning system diagnose my disease than the median or average doctor"" (Vinod Khosla). Discuss the implications of artificial intelligence doing traditionally human tasks from technical, social and economic perspectives.

A student has found the information source below for example assessment question.

An interview in the 'News' section of National Geographic online with the writer of a book on AI and employment. The writer of the book discusses the economic benefits and drawbacks of AI to the economy. The writer of the article is a professional writer. The article was published in 2015.

What is the problem with the source's credibility?

Check 2 options. ","[The authority,The source's audience is not academic.,The source lacks accuracy.,The source is credible.]",,"[The authority,The source's audience is not academic.]",english,0,,admin
mi210,"Consider our example assessment question.
""Doctors can be replaced by software - 80% of them can. I'd much rather have a good machine learning system diagnose my disease than the median or average doctor"" (Vinod Khosla). Discuss the implications of artificial intelligence doing traditionally human tasks from technical, social and economic perspectives.
Which of the following sources would best meet the needs of this assessment?
Check 2 options.","[A first year textbook called Computing Fundamentals that has a couple of pages addressing artificial intelligence.,A course reader from a course called ""Robots and the Modernist Imaginary: Social Utopias and Dystopias"".,An article in The Economist on ""on-shoring"" - factories moving back to developed countries from developing countries due to increased use of automation in factories.,A journal article on a new method of programming driverless cars.]",,"[An article in The Economist on ""on-shoring"" - factories moving back to developed countries from developing countries due to increased use of automation in factories., A journal article on a new method of programming driverless cars.]",english,0,,admin
mi211,"What are the two purposes of step one in the three step approach to reading?
Check 2 options.","[Gain further understanding.,Assess credibility and relevance.,Understand main ideas.,Make detailed notes.]",,"[Assess credibility and relevance.,Understand main ideas.]",english,0,,admin
mi212,"Which of the following can we use to evaluate the credibility of information sources (including web resources)?
Check 7 options.","[Authority of the author,Country of publication,Scholarly purpose,Audience,Objectivity,The way a web site looks.,Clarity,The use of correct grammar,Reference to tertiary sources,Currency]",,"[Authority of the author,Scholarly purpose,Audience,Objectivity,The way a web site looks.,The use of correct grammar,Currency]",english,0,,admin
mi213,"Which of the following publishers would be 
considered unreliable for an academic context?
Check 3 options.","[Wikipedia,Oxford University Press,Canadian Journal of Chemistry (peer-reviewed journal),National Geographic,2 Hungry Guys - A Sydney Food Blog]",,"[Wikipedia,National Geographic,2 Hungry Guys - A Sydney Food Blog]",english,0,,admin
mi214,"Which of the following would you NOT need to reference at university?
Check 2 options.
","[Your own ideas,Common knowledge,Someone else's organizing structure,Information from another source]",,"[Your own ideas,Common knowledge]",english,0,,admin
mi215,"Which of the following are examples of plagiarism?
Check 3 options.","[A student takes notes into an exam.,A student uses an information source in an assignment without referencing it.,A student buys an essay off the internet.,A student borrows another student's essay, rewords and restructures parts of it, and submits it as their own.]",,"[A student uses an information source in an assignment without referencing it.,A student buys an essay off the internet.,A student borrows another student's essay, rewords and restructures parts of it, and submits it as their own.]",english,0,,admin
mi216,"What should you do if you use intellectual property in your work at university and you are not the copyright owner?
Check 2 options.","[Make sure you understand the copyright license.,Cite it properly.,Apply a Creative Commons license to your work.,Use the work for non-commercial uses only.]",,"[Make sure you understand the copyright license.,Cite it properly.]",english,0,,admin
mi217,"Which of the following are ways to take control of your online identity?
Check 3 options.
","[expect unexpected audiences,Set up a LinkedIn profile.,Treat video audio and images like text.,Have a public profile that you maintain.,Email lecturers and introduce yourself.]",,"[expect unexpected audiences,Treat video audio and images like text.,Have a public profile that you maintain.]",english,0,,admin
mi218,"Which of the following are some of Shea's (2005) Netiquette recommendations?
Check 2 options.","[Keep emails short and concise.,Respect other people's privacy.,Don't use emojis.,Respond quickly to emails.,Forgive others' mistakes.]",,"[Respect other people's privacy.,Forgive others' mistakes.]",english,0,,admin
mi219,"Read the following email from a student to her lecturer.
To: loretta.nguyen@sydney.edu.au
From: 15180789@students.sydney.edu.au
Subject:
Hey prof,
I'm Chantelle Thomas from your Accounting 102 course ""Management Accounting.' I've really enjoyed the course, and I think some of your lectures are really funny. Some of the activities in tutorial are a bit difficult though
Anyway, I want an extension for the second assignment that's due on Friday. I can give it to you the next Monday cos I'll have time 2 write it on the weekend.
Thanks,
Chantelle
What rules from lesson 5.4b on writing emails has Chantelle broken?
Check 5 options.","[Don't use text speak.,Don't use emojis.,Never write an email when you are upset or angry.,Always include a subject.,Introduce yourself.,Be formal.,Be specific and concise.]",,"[Don't use text speak.,Don't use emojis.,Never write an email when you are upset or angry.,Be formal.,Be specific and concise.]",english,0,,admin
mi220,"Bashir is creating a PowerPoint for an assessed presentation at university. He would like to illustrate some of his points using images from the web. Which of the following pieces of advice would you give to Bashir so that he doesn't infringe copyright?
Check 2 options.","[You can use any images from the web as long as you cite them correctly.,Check the copyright license on any image you find to see if you can use it.,Try to use images with Creative Commons licensing which allow reuse.,It is OK to use images with Creative Commons licensing as long as you change them in some way.]",,"[Check the copyright license on any image you find to see if you can use it.,It is OK to use images with Creative Commons licensing as long as you change them in some way.]",english,0,,admin
mi221,"You are studying Economics at university, and you are interested in developing your Personal Learning Network (PLN). Which of the following would be good to include in your PLN?
Check 3 options.
","[A blog with interesting posts written by academics although only a few of them are about Economics.,The Twitter feed of the Finance Minister of your country however you think politics is really dull,The Facebook profile of a fellow Economics student who always gets good marks at university.,The Twitter feed of a well-known publication that posts interesting economics statistics.]",,"[A blog with interesting posts written by academics, although only a few of them are about Economics.,The Facebook profile of a fellow Economics student who always gets good marks at university.,The Twitter feed of a well-known publication that posts interesting economics statistics.]",english,0,,admin
mi222,"You are studying Economics at university. You would like to 'prune' your PLN. Which of the following items should you remove, according to lesson 5.2?
Check 2 options.
","[The Twitter feed of a Nobel prize winning economist who never posts anything.,The Tumblr blog post feed of a fellow student who posts strange and wonderful posts on all kinds of subjects including Economics.,Following the Facebook posts of a political party because you wanted to see updates on economic policy although you hate politics and it bores you.,The Twitter feed of one of your tutors who posts controversial articles that challenge many of the core assumptions of mainstream economics.]",,"[The Twitter feed of a Nobel prize winning economist who never posts anything.,Following the Facebook posts of a political party because you wanted to see updates on economic policy although you hate politics and it bores you.]",english,0,,admin
mi223,"Which of the following are examples of your transactional identity online?
Check 2 options.","[Your log in details for eBay,Your LinkedIn profile,Your online banking account,An email discussion list for people in the same industry,Your Facebook account,Your Instagram account]",,"[Your log in details for eBay,Your online banking account]",english,0,,admin
mi224,"Which of the following are examples of your professional identity online?
Check 2 options.
","[Your log in details for eBay,Your LinkedIn profile,Your online banking account,An email discussion list for people in the same industry,Your Facebook account,Your Instagram account]",,"[Your LinkedIn profile,An email discussion list for people in the same industry]",english,0,,admin
mi225,"Which of the following are learning objectives for MOOC 2?
Check all that apply.","[Communicate clearly across a variety of different contexts and to a wide range of audiences by adapting communicative styles appropriately according to cultural and societal presentation,Recognize the importance & function of problem solving & creative thought within academic studio,Critically evaluate the reliability of sources for an academic,Understand the importance and function of critical thinking in academic culture.,Apply problem-solving strategies to issues related to university life & study.]",,"[Recognize the importance & function of problem solving & creative thought within academic studio.,Apply problem-solving strategies to issues related to university life & study.]",english,0,,admin
mi226,"Which of the following are NON-assessed activities on MOOC 2?
Check all that apply.","[In video questions & polls.,Practice quizzes after each lesson.,Summative quizzes after each module.,Discussion board posts.,Final summative assessment.]",,"[In video questions & polls.,Practice quizzes after each lesson.]",english,0,,admin
mi227,"What is the purpose of problem-solving tasks at university?
Check two options.","[Lecturers give students difficult problems they can't figure out for themselves.,Problem solving tasks are given so that students can become familiar with certain problem types.,Problem solving tasks are given so that students can demonstrate their knowledge of an area and their ability to synthesize information, make arguments and make judgements.,Lecturers give problem solving tasks to keep students entertained in otherwise boring classes.]",,"[Problem solving tasks are given so that students can become familiar with certain problem types.,Problem solving tasks are given so that students can demonstrate their knowledge of an area and their ability to synthesize information, make arguments and make judgements.]",english,0,,admin
mi228,"What should students do before they start university?
Check three options.","[Ask themselves where their passion meets the world's greatest needs.,Ask themselves if their degree is important.\,Do their research and choose courses they find interesting.,Get to know the university campus in person or online.,Do no research and leave everything up to fate.]",,"[Ask themselves where their passion meets the world's greatest needs.,Do their research and choose courses they find interesting.,Get to know the university campus in person or online.]",english,0,,admin
mi229,"What can you do to make the most of your time at university?
Check three options.","[Try a lot of different things.,Spend all of your time studying and learning the material.,Volunteer.,Overload on courses so that you can study a lot of different subjects.,Get to know your professors and create good network.]",,"[Try a lot of different things.,Volunteer.,Get to know your professors and create good network.]",english,0,,admin
mi230,"Which of the following situations would be a breach of academic integrity?
Check two options.","[Borrowing a friend's notes from class,Re-using the exact same paragraph from an essay you wrote for a different class in a new essay.,Having a friend read-over your essay to check for meaning and clarity,Paying someone outside of the university to write your essay because you aren't feeling well.]",,"[Re-using the exact same paragraph from an essay you wrote for a different class in a new essay.,Paying someone outside of the university to write your essay because you aren't feeling well.]",english,0,,admin
mi231,"Where are you most likely to find a descriptive task or problem?
Check two options.","[At the beginning of a test or exam,In easy courses,Embedded into analytical questions,Only in Arts courses]",,"[At the beginning of a test or exam,Embedded into analytical questions]",english,0,,admin
mi232,"Which of the following are descriptive tasks or simple problems?
Check three options.","[Analyze the role of ritual as a means of social control in early Mayan culture.,List the symptoms of the common cold.,Given an isosceles triangle with two side measuring 5cm each and one side measuring 6cm find the area inside the triangle.,According to the 2007 census results what percentage of Australian's identify as religious?,What recommendations would you give to the mayor of a small relatively unknown city who wanted to encourage immigration to her city?]",,"[List the symptoms of the common cold.,Given an isosceles triangle with two side measuring 5cm each and one side measuring 6cm, find the area inside the triangle.,According to the 2007 census results, what percentage of Australian's identify as religious?]",english,0,,admin
mi233,"Consider the following problem from a university course:
""Shakespeare's legacy to successive generations is his firm faith in human potential."" (Bell Shakespeare Company, 2016). Discuss with reference to Hamlet.
In answering this analytical task, which of the following would you be expected to do?
Check three options.","[Summarize the plot of Hamlet.,List all of Shakespeare's works.,Provide evidence for or against Shakespeare's ""firm faith in human potential"" in other plays.,Provide evidence for or against Shakespeare's ""firm faith in human potential"" in Hamlet.,State whether you agree or disagree with the quote.]",,"[Provide evidence for or against Shakespeare's ""firm faith in human potential"" in other plays.,Provide evidence for or against Shakespeare's ""firm faith in human potential"" in Hamlet.,State whether you agree or disagree with the quote.]",english,0,,admin
mi234,"Consider this problem from a Landscape Architecture course:
""A local government has put out a tender for a park design in the middle of a newly-residential area. They have plotted out an area of 2 hectares in a rough polygon shape. The area is relatively flat, but is surrounded by ten-story apartment buildings on three sides, a busy road to the north and a small side-street on the last side towards the east. The local population is a mix of young families, local university students and young professionals and is very multi-cultural.
The brief for the park indicates that it should ""embody the community spirit"" and ""encourage a fit and healthy lifestyle"". Develop a proposal that answers the brief and is both sustainable and ecological.""
Which of the following must be included in your proposal?
Check three options.","[A list of all of all the different cultures in the surrounding community,Reference to different theories,Local community opinions on sustainability,Reference to research on sustainable and ecological park development,Your own ideas]",,"[Reference to different theories,Reference to research on sustainable and ecological park development,Your own ideas]",english,0,,admin
mi235,"Look at the following problem from a university course.
""Using Merleau Ponty's theory of phenomenology and the process of 'becoming an expert', how long would it take for the average person to learn to ride a horse from scratch?
(Post your answer on the discussion board - 200 words)""
What are the key terms you would need to define in order to answer this question adequately?
Check six options.
","[Merleau Ponty,The average person,Merleau Ponty's theory of phenomenology,The process of 'becoming an expert',Ride a horse.,Doing something from scratch.,Time,Person,Expert]",,"[The average person,Merleau Ponty's theory of phenomenology,The process of 'becoming an expert',Ride a horse.,Doing something from scratch.,Expert]",english,0,,admin
